0.000	0.000	0.000	0.319
0.000	0.000	0.000	0.528
0.000	4.763	0.000	0.685
0.000	19.051	0.000	0.841
0.000	47.629	0.000	1.027
0.000	90.494	0.000	1.188
0.000	157.174	0.000	1.338
0.000	247.669	0.000	1.466
0.000	361.977	0.000	1.532
0.000	490.574	0.000	1.497
0.000	614.409	0.000	1.453
0.000	728.717	0.000	1.398
0.000	823.974	0.000	1.339
0.000	885.891	0.000	1.328
0.000	923.994	0.000	1.335
0.000	933.520	0.000	1.323
0.000	923.994	0.000	1.302
0.000	904.943	0.000	1.327
0.000	881.129	0.000	1.397
0.000	866.840	0.000	1.434
0.000	871.603	0.000	1.527
0.000	881.129	0.000	1.496
0.000	895.417	0.000	1.522
0.000	919.231	0.000	1.578
0.000	947.809	0.000	1.524
0.000	981.149	0.000	1.505
0.000	1004.963	0.000	1.427
0.000	1014.489	0.000	1.376
0.000	1014.489	0.000	1.315
0.000	1009.726	0.000	1.282
0.000	985.911	0.000	1.312
0.000	957.334	0.000	1.336
0.000	923.994	0.000	1.399
0.000	900.180	0.000	1.487
0.000	890.654	0.000	1.531
0.000	890.654	0.000	1.583
0.000	904.943	0.000	1.628
0.000	933.520	0.000	1.726
0.000	981.149	0.000	1.727
0.000	1028.777	0.000	1.606
0.000	1076.406	0.000	1.578
0.000	1104.983	0.000	1.557
0.000	1124.034	0.000	1.563
0.000	1143.086	0.000	1.558
0.000	1133.560	0.000	1.492
0.000	1119.271	0.000	1.492
0.000	1100.220	0.000	1.501
0.000	1076.406	0.000	1.508
0.000	1062.117	0.000	1.604
0.000	1052.591	0.000	1.518
0.000	1038.303	0.000	2.005
0.000	1062.117	0.000	2.471
0.000	1124.034	0.000	2.772
0.000	1238.343	0.000	3.084
0.000	1395.517	0.000	3.296
0.000	1595.557	0.000	3.401
0.000	1819.411	0.000	3.489
0.000	2067.080	0.000	3.590
0.000	2314.749	0.000	3.525
0.000	2510.026	0.000	3.486
0.000	2671.963	0.000	3.399
0.000	2781.509	0.000	3.314
0.000	2848.189	0.000	3.248
0.000	2881.529	0.000	3.191
0.000	2867.240	0.000	3.178
0.000	2838.663	0.000	3.209
0.000	2814.849	0.000	3.256
0.000	2762.457	0.000	3.246
0.000	2733.880	0.000	3.332
0.000	2705.303	0.000	3.367
0.000	2700.540	0.000	3.412
0.000	2714.829	0.000	3.449
0.000	2733.880	0.000	3.538
0.000	2762.457	0.000	3.566
0.000	2810.086	0.000	3.597
0.000	2852.951	0.000	3.654
0.000	2900.580	0.000	3.672
0.000	2938.683	0.000	3.651
0.000	2981.549	0.000	3.682
0.000	3024.414	0.000	3.742
0.000	3048.229	0.000	3.671
0.000	3076.806	0.000	3.686
0.000	3095.857	0.000	3.607
0.000	3110.146	0.000	3.523
0.000	3110.146	0.000	3.469
0.000	3100.620	0.000	3.458
0.000	3067.280	0.000	3.369
0.000	3043.466	0.000	3.330
0.000	3005.363	0.000	3.346
0.000	2962.497	0.000	3.416
0.000	2919.631	0.000	3.496
0.000	2895.817	0.000	3.560
0.000	2876.766	0.000	3.579
0.000	2886.291	0.000	3.636
0.000	2905.343	0.000	3.744
0.000	2924.394	0.000	3.820
0.000	2972.023	0.000	3.799
0.000	3029.177	0.000	3.807
0.000	3076.806	0.000	3.716
0.000	3124.434	0.000	3.681
0.000	3143.486	0.000	2.946
0.000	3148.249	0.000	2.299
0.000	3110.146	0.000	1.687
0.000	2995.837	0.000	1.138
0.000	2814.849	0.000	0.693
0.000	2595.757	0.000	0.331
0.000	2333.800	0.000	0.030
0.000	2057.554	0.000	0.000
0.000	1762.257	0.000	0.000
0.000	1486.011	0.000	0.000
0.000	1243.106	0.000	0.000
0.000	1038.303	0.000	0.000
0.000	862.077	0.000	0.000
0.000	709.666	0.000	0.000
0.000	581.069	0.000	0.000
0.000	457.234	0.000	0.000
0.000	357.214	0.000	0.000
0.000	266.720	0.000	0.000
0.000	195.277	0.000	0.000
0.000	128.597	0.000	0.000
0.000	80.969	0.000	0.000
0.000	42.866	0.000	0.000
0.000	23.814	0.000	0.000
0.000	9.526	0.000	0.000
0.000	4.763	0.000	0.000
0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000
