33.242	25.421	0.000	0.701
33.242	25.520	0.000	1.129
33.242	25.651	0.000	1.528
33.242	26.046	0.000	1.864
33.242	25.980	0.000	2.211
33.242	26.046	0.000	2.571
33.242	26.243	0.000	2.913
33.242	26.178	0.000	3.257
33.242	26.474	0.000	3.589
33.242	26.441	0.000	3.919
33.242	26.671	0.000	4.241
33.242	26.802	0.000	4.553
33.242	27.000	0.000	4.857
33.242	27.066	0.000	5.158
33.242	27.230	0.000	5.452
33.242	27.263	0.000	5.743
33.242	27.460	0.000	6.025
33.242	27.526	0.000	6.303
33.242	27.592	0.000	6.580
33.242	27.822	0.000	6.844
33.242	27.756	0.000	7.111
33.242	27.822	0.000	7.379
33.242	27.855	0.000	7.643
33.242	28.283	0.000	7.881
33.242	28.151	0.000	8.126
33.242	28.250	0.000	8.375
33.242	28.677	0.000	8.593
33.242	28.513	0.000	8.820
33.242	28.480	0.000	9.061
33.242	28.677	0.000	9.284
33.242	28.710	0.000	9.501
33.242	28.842	0.000	9.717
33.242	28.907	0.000	9.928
33.242	28.973	0.000	10.137
33.242	29.105	0.000	10.338
33.242	29.335	0.000	10.525
33.242	29.368	0.000	10.712
33.242	29.500	0.000	10.896
33.242	29.565	0.000	11.074
33.242	29.697	0.000	11.247
33.242	29.927	0.000	11.405
33.242	29.894	0.000	11.567
33.242	30.059	0.000	11.724
33.242	30.223	0.000	11.868
33.242	30.190	0.000	12.016
33.242	30.486	0.000	12.150
33.242	30.388	0.000	12.286
33.242	30.585	0.000	12.418
33.242	30.815	0.000	12.531
33.242	30.815	0.000	12.647
33.242	30.947	0.000	12.760
33.242	31.243	0.000	12.853
33.242	31.144	0.000	12.952
33.242	31.407	0.000	13.043
33.242	31.736	0.000	13.108
33.242	31.506	0.000	13.191
33.242	31.901	0.000	13.259
33.242	31.703	0.000	13.330
33.242	31.868	0.000	13.400
33.242	31.966	0.000	13.459
33.242	32.164	0.000	13.508
33.242	32.164	0.000	13.558
33.242	32.295	0.000	13.605
33.242	32.493	0.000	13.637
33.242	32.493	0.000	13.671
33.242	32.624	0.000	13.701
33.242	32.953	0.000	13.709
33.242	32.821	0.000	13.726
33.242	32.789	0.000	13.753
33.242	33.117	0.000	13.756
33.242	32.986	0.000	13.763
33.242	33.052	0.000	13.776
33.242	33.019	0.000	13.787
33.242	33.282	0.000	13.781
33.242	33.348	0.000	13.770
33.242	33.479	0.000	13.757
33.242	33.315	0.000	13.755
33.242	33.545	0.000	13.741
33.242	33.775	0.000	13.706
33.242	33.742	0.000	13.679
33.242	33.742	0.000	13.657
33.242	33.677	0.000	13.637
33.242	33.973	0.000	13.597
33.242	34.038	0.000	13.552
33.242	33.973	0.000	13.517
33.242	34.203	0.000	13.469
33.242	34.236	0.000	13.415
33.242	34.269	0.000	13.364
33.242	34.433	0.000	13.304
