33.242	25.816	7.426	0.000
33.242	25.783	7.459	6.595
33.242	25.849	7.393	6.851
33.242	26.079	7.163	6.498
33.242	26.112	7.130	6.097
33.242	26.309	6.933	6.294
33.242	26.408	6.834	5.922
33.242	26.375	6.867	5.942
33.242	26.605	6.637	6.124
33.242	26.671	6.571	5.607
33.242	26.704	6.538	5.734
33.242	26.901	6.341	5.741
33.242	26.967	6.275	5.368
33.242	27.164	6.078	5.458
33.242	27.131	6.110	5.124
33.242	27.296	5.946	5.417
33.242	27.329	5.913	5.038
33.242	27.526	5.716	5.157
33.242	27.987	5.255	4.786
33.242	27.625	5.617	4.056
33.242	27.822	5.420	5.334
33.242	27.723	5.518	4.508
33.242	28.019	5.222	4.936
33.242	28.085	5.157	4.212
33.242	28.217	5.025	4.413
33.242	28.250	4.992	4.217
33.242	28.217	5.025	4.297
33.242	28.283	4.959	4.403
33.242	28.348	4.894	4.228
33.242	28.480	4.762	4.166
33.242	28.710	4.532	3.969
33.242	28.677	4.565	3.642
33.242	28.677	4.565	3.974
33.242	28.743	4.499	3.935
33.242	28.940	4.302	3.797
33.242	28.907	4.334	3.464
33.242	28.940	4.302	3.758
33.242	29.203	4.038	3.652
33.242	29.072	4.170	3.143
33.242	29.368	3.874	3.717
33.242	29.171	4.071	2.953
33.242	29.203	4.038	3.699
33.242	29.335	3.907	3.406
33.242	29.598	3.644	3.169
33.242	29.598	3.644	2.775
33.242	29.368	3.874	3.077
33.242	29.532	3.709	3.553
33.242	29.664	3.578	2.946
33.242	29.763	3.479	2.862
33.242	29.828	3.413	2.810
33.242	29.697	3.545	2.786
33.242	29.993	3.249	3.133
33.242	29.927	3.315	2.368
33.242	29.927	3.315	2.843
33.242	30.026	3.216	2.768
33.242	30.157	3.085	2.562
33.242	29.993	3.249	2.403
33.242	30.453	2.789	2.894
33.242	30.420	2.821	1.751
33.242	30.289	2.953	2.346
33.242	30.453	2.789	2.582
33.242	30.848	2.394	2.087
33.242	30.486	2.756	1.457
33.242	30.453	2.789	2.661
33.242	30.716	2.525	2.313
33.242	30.848	2.394	1.727
33.242	30.684	2.558	1.759
33.242	30.848	2.394	2.250
33.242	30.848	2.394	1.719
33.242	30.947	2.295	1.907
33.242	30.848	2.394	1.703
33.242	31.045	2.197	2.020
33.242	31.341	1.901	1.498
33.242	31.308	1.933	1.110
33.242	31.210	2.032	1.518
33.242	31.243	1.999	1.683
33.242	31.604	1.637	1.500
33.242	31.374	1.868	0.788
33.242	31.506	1.736	1.680
33.242	31.308	1.933	1.143
33.242	31.539	1.703	1.701
33.242	31.572	1.670	0.999
33.242	31.572	1.670	1.194
33.242	31.966	1.276	1.233
33.242	31.506	1.736	0.413
33.242	31.637	1.604	1.820
33.242	31.670	1.572	1.019
33.242	31.670	1.572	1.099
33.242	31.769	1.473	1.140
33.242	31.802	1.440	0.935
33.242	31.966	1.276	0.979
33.242	31.999	1.243	0.676
33.242	32.065	1.177	0.796
33.242	32.032	1.210	0.697
33.242	32.032	1.210	0.839
33.242	32.295	0.947	0.801
33.242	32.460	0.782	0.255
33.242	32.197	1.045	0.216
33.242	32.558	0.684	0.950
33.242	32.197	1.045	0.000
33.242	32.164	6.579	6.231
38.743	32.394	6.349	5.828
38.743	32.328	6.415	5.280
38.743	32.361	6.382	5.683
38.743	32.493	6.250	5.540
38.743	32.361	6.382	5.303
38.743	32.558	6.184	5.727
38.743	32.493	6.250	5.167
38.743	32.624	6.119	5.529
38.743	32.591	6.151	5.182
38.743	32.690	6.053	5.399
38.743	32.624	6.119	5.158
38.743	32.953	5.790	5.406
38.743	33.019	5.724	4.649
38.743	32.789	5.954	4.889
38.743	33.183	5.559	5.442
38.743	33.052	5.691	4.358
38.743	33.019	5.724	5.082
38.743	33.216	5.527	5.001
38.743	32.953	5.790	4.552
38.743	33.183	5.559	5.324
38.743	33.150	5.592	4.546
38.743	33.183	5.559	4.877
38.743	33.348	5.395	4.772
38.743	33.085	5.658	4.468
38.743	33.216	5.527	5.202
38.743	33.315	5.428	4.627
38.743	33.348	5.395	4.572
38.743	33.413	5.329	4.619
38.743	33.677	5.066	4.520
38.743	33.413	5.329	4.049
38.743	33.545	5.198	4.896
38.743	33.512	5.231	4.321
38.743	33.578	5.165	4.538
38.743	33.611	5.132	4.366
38.743	33.677	5.066	4.372
38.743	33.611	5.132	4.274
38.743	33.742	5.000	4.485
38.743	33.940	4.803	4.137
38.743	33.973	4.770	3.878
38.743	33.578	5.165	4.036
38.743	33.677	5.066	4.891
38.743	33.841	4.902	4.233
38.743	33.907	4.836	4.005
38.743	33.940	4.803	4.060
38.743	33.841	4.902	4.066
38.743	33.874	4.869	4.307
38.743	34.302	4.441	4.126
38.743	34.038	4.704	3.277
38.743	33.973	4.770	4.313
38.743	34.071	4.671	4.147
38.743	34.104	4.639	3.865
38.743	34.532	4.211	3.911
38.743	34.433	4.310	3.063
38.743	34.269	4.474	3.757
38.743	34.236	4.507	3.985
38.743	34.400	4.343	3.861
38.743	34.170	4.573	3.483
38.743	34.203	4.540	4.150
38.743	34.499	4.244	3.818
38.743	34.236	4.507	3.241
38.743	34.302	4.441	4.128
38.743	34.400	4.343	3.690
38.743	34.433	4.310	3.558
38.743	34.565	4.178	3.605
38.743	34.466	4.277	3.370
38.743	34.466	4.277	3.724
38.743	34.630	4.112	3.611
38.743	34.598	4.145	3.269
38.743	34.598	4.145	3.526
38.743	34.729	4.014	3.489
38.743	34.894	3.849	3.215
38.743	34.630	4.112	3.025
38.743	34.663	4.079	3.759
38.743	34.663	4.079	3.388
38.743	34.762	3.981	3.425
38.743	34.992	3.750	3.222
38.743	34.861	3.882	2.858
38.743	34.861	3.882	3.394
38.743	35.091	3.652	3.243
38.743	35.354	3.389	2.764
38.743	34.992	3.750	2.483
38.743	35.124	3.619	3.535
38.743	35.124	3.619	2.846
38.743	35.190	3.553	2.995
